SCS,ISC,NRUSC,tRU,requiredSNR,IRU,NRU,ITBS,Qm,TBS,numTrBlks,NRep,SNR,BLER,TTI,pathloss,datarate,bandwidth
3750,0,1,32,-5.7403,4,5,13,2,1256,100,2,9,0,320,149,3.925,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,2,8,0,320,150,3.925,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,2,7,0,320,151,3.925,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,2,6,0,320,152,3.925,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,2,5,0,320,153,3.925,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,4,0,640,154,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,3,0,640,155,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,2,0,640,156,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,1,0,640,157,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,0,0,640,158,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,-1,0,640,159,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,-2,0,640,160,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,-3,0,640,161,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,-4,0,640,162,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,-5,0,640,163,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,-6,0,640,164,1.9625,"3,75"
3750,0,1,32,-5.7403,4,5,13,2,1256,100,4,-7,0,640,165,1.9625,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,4,0,192,154,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,3,0,192,155,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,2,0,192,156,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,1,0,192,157,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,0,0,192,158,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,-1,0,192,159,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,-2,0,192,160,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,2,-3,0,384,161,0.395833333,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,2,-4,0,384,162,0.395833333,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,2,-5,0,384,163,0.395833333,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,-6,0,192,164,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,0,1,152,100,1,-7,0,192,165,0.791666667,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,8,0,192,150,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,7,0,192,151,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,6,0,192,152,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,5,0,192,153,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,4,0,192,154,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,3,0,192,155,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,2,0,192,156,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,1,0,192,157,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,0,0,192,158,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,-1,0,192,159,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,2,-2,0,384,160,0.666666667,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,1,-3,0,192,161,1.333333333,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,2,-4,0,384,162,0.666666667,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,2,-5,0,384,163,0.666666667,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,2,-6,0,384,164,0.666666667,"3,75"
3750,0,1,32,-5.7403,5,6,2,1,256,100,2,-7,0,384,165,0.666666667,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,8,0,192,150,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,7,0,192,151,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,6,0,192,152,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,5,0,192,153,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,4,0,192,154,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,3,0,192,155,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,2,0,192,156,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,2,1,0,384,157,1.0625,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,0,0,192,158,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,2,-1,0,384,159,1.0625,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,1,-2,0,192,160,2.125,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,2,-3,0,384,161,1.0625,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,2,-4,0,384,162,1.0625,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,2,-5,0,384,163,1.0625,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,2,-6,0,384,164,1.0625,"3,75"
3750,0,1,32,-5.7403,5,6,4,2,408,100,2,-7,0,384,165,1.0625,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,1,8,0,192,150,2.625,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,1,7,0,192,151,2.625,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,1,6,0,192,152,2.625,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,1,5,0,192,153,2.625,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,1,4,0,192,154,2.625,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,3,0,384,155,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,2,0,384,156,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,1,0,384,157,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,0,0,384,158,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,-1,0,384,159,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,-2,0,384,160,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,-3,0,384,161,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,-4,0,384,162,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,-5,0,384,163,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,-6,0,384,164,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,5,2,504,100,2,-7,0,384,165,1.3125,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,1,8,0,192,150,3.125,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,1,7,0,192,151,3.125,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,1,6,0,192,152,3.125,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,1,5,0,192,153,3.125,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,1,4,0,192,154,3.125,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,3,0,384,155,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,2,0,384,156,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,1,0,384,157,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,0,0,384,158,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,-1,0,384,159,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,-2,0,384,160,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,-3,0,384,161,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,-4,0,384,162,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,-5,0,384,163,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,-6,0,384,164,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,6,2,600,100,2,-7,0,384,165,1.5625,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,14,0,192,144,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,13,0,192,145,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,12,0,192,146,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,11,0,192,147,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,10,0,192,148,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,9,0,192,149,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,8,0,192,150,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,7,0,192,151,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,6,0,384,152,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,5,0,384,153,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,1,4,0,192,154,3.708333333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,3,0,384,155,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,2,0,384,156,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,1,0,384,157,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,0,0,384,158,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,-1,0,384,159,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,-2,0,384,160,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,4,-3,0,768,161,0.927083333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,-4,0,384,162,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,2,-5,0,384,163,1.854166667,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,4,-6,0,768,164,0.927083333,"3,75"
3750,0,1,32,-5.7403,5,6,7,2,712,100,4,-7,0,768,165,0.927083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,16,0,192,142,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,15,0,192,143,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,14,0,192,144,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,13,0,192,145,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,12,0,192,146,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,11,0,192,147,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,10,0,192,148,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,9,0,192,149,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,8,0,192,150,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,2,7,0,384,151,2.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,2,6,0,384,152,2.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,1,5,0,192,153,4.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,2,4,0,384,154,2.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,2,3,0,384,155,2.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,2,0,768,156,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,1,0,768,157,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,0,0,768,158,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,-1,0,768,159,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,-2,0,768,160,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,-3,0,768,161,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,-4,0,768,162,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,-5,0,768,163,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,-6,0,768,164,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,8,2,808,100,4,-7,0,768,165,1.052083333,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,1,16,0,192,142,4.875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,1,15,0,192,143,4.875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,1,14,0,192,144,4.875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,1,13,0,192,145,4.875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,1,12,0,192,146,4.875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,1,11,0,192,147,4.875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,1,10,0,192,148,4.875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,9,0,384,149,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,8,0,384,150,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,7,0,384,151,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,6,0,384,152,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,5,0,384,153,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,4,0,384,154,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,3,0,384,155,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,2,0,384,156,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,1,0,384,157,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,0,0,384,158,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,2,-1,0,384,159,2.4375,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,4,-2,0,768,160,1.21875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,4,-3,0,768,161,1.21875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,4,-4,0,768,162,1.21875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,4,-5,0,768,163,1.21875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,4,-6,0,768,164,1.21875,"3,75"
3750,0,1,32,-5.7403,5,6,9,2,936,100,4,-7,0,768,165,1.21875,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,1,16,0,192,142,5.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,1,15,0,192,143,5.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,1,14,0,192,144,5.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,1,13,0,192,145,5.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,1,12,0,192,146,5.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,1,11,0,192,147,5.208333333,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,10,0,384,148,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,9,0,384,149,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,8,0,384,150,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,7,0,384,151,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,6,0,384,152,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,5,0,384,153,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,4,0,384,154,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,3,0,384,155,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,2,0,384,156,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,1,0,384,157,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,0,0,384,158,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,-1,0,384,159,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,-2,0,384,160,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,4,-3,0,768,161,1.302083333,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,-4,0,384,162,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,-5,0,384,163,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,-6,0,384,164,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,10,2,1000,100,2,-7,0,384,165,2.604166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,8,0,384,150,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,7,0,384,151,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,6,0,384,152,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,5,0,384,153,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,4,0,384,154,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,3,0,384,155,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,2,0,384,156,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,1,0,384,157,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,0,0,384,158,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,-1,0,384,159,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,-2,0,384,160,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,-3,0,384,161,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,-4,0,384,162,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,-5,0,384,163,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,-6,0,384,164,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,11,2,1192,100,2,-7,0,384,165,3.104166667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,14,0,384,144,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,13,0,384,145,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,12,0,384,146,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,11,0,384,147,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,10,0,384,148,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,9,0,384,149,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,8,0,384,150,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,7,0,768,151,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,6,0,384,152,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,2,5,0,384,153,4.020833333,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,4,0,768,154,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,3,0,768,155,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,2,0,768,156,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,1,0,768,157,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,0,0,768,158,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,-1,0,768,159,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,-2,0,768,160,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,-3,0,768,161,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,-4,0,768,162,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,-5,0,768,163,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,-6,0,768,164,2.010416667,"3,75"
3750,0,1,32,-5.7403,5,6,13,2,1544,100,4,-7,0,768,165,2.010416667,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,6,0,256,152,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,5,0,256,153,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,4,0,256,154,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,3,0,256,155,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,2,0,256,156,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,1,0,256,157,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,0,0,256,158,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,-1,0,256,159,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,-2,0,256,160,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,-3,0,256,161,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,-4,0,256,162,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,-5,0,256,163,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,2,-6,0,512,164,0.40625,"3,75"
3750,0,1,32,-5.7403,6,8,0,1,208,100,1,-7,0,256,165,0.8125,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,6,0,256,152,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,5,0,256,153,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,4,0,256,154,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,3,0,256,155,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,2,0,256,156,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,1,0,256,157,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,0,0,256,158,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,-1,0,256,159,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,-2,0,256,160,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,1,-3,0,256,161,1,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,2,-4,0,512,162,0.5,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,2,-5,0,512,163,0.5,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,2,-6,0,512,164,0.5,"3,75"
3750,0,1,32,-5.7403,6,8,1,2,256,100,2,-7,0,512,165,0.5,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,8,0,256,150,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,7,0,256,151,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,6,0,256,152,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,5,0,256,153,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,4,0,256,154,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,3,0,256,155,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,2,0,256,156,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,1,0,256,157,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,2,0,0,512,158,0.859375,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,1,-1,0,256,159,1.71875,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,2,-2,0,512,160,0.859375,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,2,-3,0,512,161,0.859375,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,2,-4,0,512,162,0.859375,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,2,-5,0,512,163,0.859375,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,2,-6,0,512,164,0.859375,"3,75"
3750,0,1,32,-5.7403,6,8,3,2,440,100,2,-7,0,512,165,0.859375,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,1,8,0,256,150,2.65625,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,1,7,0,256,151,2.65625,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,1,6,0,256,152,2.65625,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,1,5,0,256,153,2.65625,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,1,4,0,256,154,2.65625,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,1,3,0,256,155,2.65625,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,2,2,0,512,156,1.328125,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,2,1,0,512,157,1.328125,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,2,0,0,512,158,1.328125,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,1,-1,0,256,159,2.65625,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,2,-2,0,512,160,1.328125,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,1,-3,0,256,161,2.65625,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,2,-4,0,512,162,1.328125,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,2,-5,0,512,163,1.328125,"3,75"
3750,0,1,32,-5.7403,6,8,5,2,680,100,2,-6,0,512,164,1.328125,"3,75"
